序号,区划层级,省份区划编码,地市区划编码,地市区划名称,区县区划编码,区县区划名称,机构层级,省份机构名称,地市机构编码,地市机构名称,区县机构编码,区县机构名称,网点机构编码,网点机构名称,主码,法定客户名称,子码,协议客户名称,业务关系码,业务关系名称,行业一级,行业二级,行业三级,客户等级,注册日期,客户经理编码,客户经理名称,首席客户经理编码,首席客户经理名称,团队编码,团队名称,统计期业务量_万件,统计期收入_万元,统计期重量_kg,对比期业务量_万件,对比期收入_万元,对比期重量_kg,col_38,col_39
1385,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C0000000532998,湖北武汉永嘉专利代理有限公司,80000002235754,永嘉专利-兆富湖北省武汉永嘉专利代理有限公司,1030000817842,永嘉专利(湖北武汉永嘉专利代理有限公司),商企类,商业服务类,专业服务、咨询（财会、法律、人力资源等）,普通,2015-11-23,03954180,张进,,,03954180,张进,0.0031,0.0349056611,20,0.0031,0.0243903413,3.5
1386,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C0000001986688,紫光数码（苏州）集团有限公司,80000002206178,紫光数码-紫光数码（苏州）集团有限公司.,1030000803229,紫光数码(紫光数码（苏州）集团有限公司),商企类,贸易、消费品、调换货,零售、批发,普通,2015-11-23,01611602,姚勇,,,,,0,0,0,0.0001,0.0012213519,0.1
1387,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C0000008021630,上海浦东发展银行股份有限公司武汉分行,90000010913307,上海浦东发展银行股份有限公司武汉分行-上海浦东发展银行股份有限公司武汉东湖高新支行,1030002087539,上海浦东发展银行股份有限公司武汉分行(X软件园-上海浦发银行股份有限公司武汉东湖高新支行),商企类,金融类,票据、凭证包,白银,2017-11-22,03592719,易康,,,03592719,易康,0.0014,0.0196226417,17.31,0,0,0
1389,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C0000009015050,武汉益骏达舒适环境设备有限公司,90000011112152,武汉益骏达舒适环境设备有限公司,1030001566350,武汉益骏达舒适环境设备有限公司(特快),商企类,生产加工制造业,大型设备、机电设备、重工业,普通,2017-12-26,03954180,张进,,,03954180,张进,0.0007,0.0091509433,4.1,0.0004,0.0040566037,2.6
1390,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1100110596127,武汉恒友世纪数码科技有限公司,91100112118860,武汉恒友世纪数码科技有限公司,1030001408793,恒友世纪(武汉恒友世纪数码科技有限公司),商企类,IT通讯类,消费电子,白银,2019-04-10,03954180,张进,,,03954180,张进,0.0066,0.0558962255,30.95,0.0134,0.1056287813,40.875
1391,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1100446151003,武汉市伊美净科技发展有限公司,91100404940665,武汉市伊美净科技发展有限公司,1100065454882,武汉市伊美净科技发展有限公司(特快),商企类,生鲜特产,其他类,普通,2020-09-11,03954180,张进,,,03954180,张进,0.0022,0.0248301893,5.46,0.0043,0.0504829155,45.65
1392,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1100454376012,中国工商银行股份有限公司武汉分行,91100663917150,中国工商银行股份有限公司武汉分行-中国工商银行股份有限公司武汉洪山支行,1100115431760,中国工商银行股份有限公司武汉分行(武汉洪山支行),商企类,金融类,对账单寄递,白银,2022-06-01,03326821,朱玉泉,4003356186,马丽,03326821,朱玉泉,0.0216,0.2060377304,22.4,0.0037,0.0401497313,19.78
1393,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1100566439375,湖北益丰大药房连锁有限公司,91100973091955,湖北益丰大药房连锁有限公司,1100212142778,湖北益丰大药房连锁有限公司(特快),商企类,医药类,药品销售,普通,2025-02-06,01612922,张国华,,,,,0,0,0,0.0002,0.0028783798,4.75
1394,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1100608544470,中国农业银行股份有限公司湖北自贸试验区武汉片区分行,91100867781100,中国农业银行股份有限公司湖北自贸试验区武汉片区分行,1100218090079,中国农业银行股份有限公司湖北自贸试验区武汉片区分行(特快),商企类,金融类,对账单寄递,普通,2025-05-12,03735447,陈娟,,,03735447,陈娟,0.0013,0.0125471695,4.7,0.0001,0.0009433962,0.1
1395,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1100648915072,武汉中汉正光科技有限公司,91100602952208,武汉中汉正光科技有限公司,1100101691741,武汉中汉正光科技有限公司(特快),商企类,IT通讯类,消费电子,白银,2021-12-03,03646664,陈晶,,,03646664,陈晶,0.0026,0.0101886795,7.06,0.0437,0.1980238951,241.755
1396,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1100715784543,武汉华天创新工贸有限公司,80000002221119,武汉华天创新工贸有限公司,1030002276405,武汉华天创新工贸有限公司(武汉华天创新工贸有限公司),商企类,医药类,药品销售,普通,2015-11-23,03646940,朱江,,,,,0,0,0,0.0005,0.0040225898,0.5
1397,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1100903680301,武汉珞珈航空服务有限责任公司,91100855752802,武汉珞珈航空服务有限责任公司,1100132235840,珞珈航空(武汉珞珈航空服务有限责任公司),商企类,生产加工制造业,汽车,普通,2022-10-21,03647026,王汉华,,,,,0,0,0,0.0001,0.0011274017,0.1
1400,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1101150709195,湖北天鑫润建材有限公司,91100938133368,湖北天鑫润建材有限公司,1100162143267,天鑫润(湖北天鑫润建材有限公司),商企类,房产建筑,房地产、建筑建材、工程,普通,2023-07-12,03954180,张进,,,03954180,张进,0.0001,0.0009433962,0.1,0.0001,0.0009433962,0.1
1401,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1101485416540,湖北律仕堂法律服务有限公司,91101012305813,湖北律仕堂法律服务有限公司,1100188598315,LST(湖北律仕堂法律服务有限公司),商企类,商业服务类,专业服务、咨询（财会、法律、人力资源等）,普通,2024-03-21,03646940,朱江,,,,,0,0,0,0.0015,0.025789268,11.92
1402,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1101658528030,武汉大水云科技有限公司,91100991259456,武汉大水云科技有限公司,1100182982350,武汉大水云科技有限公司(特快),商企类,能源、矿产、环保,电气、电力、煤气、水利,普通,2024-01-08,03954180,张进,,,03954180,张进,0.0007,0.0121509435,5.55,0.003,0.0542749531,14.956
1403,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1102008542722,武汉市洪山区欣启程科技经营部,91101006306648,武汉市洪山区欣启程科技经营部,1100186515615,武汉市洪山区欣启程科技经营部(电商标快),商企类,生产加工制造业,加工制造,铂金,2024-03-01,"03646940,03320127,01611663,01611539","朱江,刘妍,刘宇,张军",,,,,0,0,0,0.3548,1.5553015408,6010.274
1404,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1102008542722,武汉市洪山区欣启程科技经营部,91101006306648,武汉市洪山区欣启程科技经营部,1100186515615,武汉市洪山区欣启程科技经营部(电商标快),商企类,医药类,药品生产、医疗器械,铂金,2024-03-01,03954180,张进,,,03954180,张进,0.2448,1.2489887255,5461.822,0,0,0
1405,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1102028733210,武汉市洪山区创科数码经营部,91101018931397,武汉市洪山区创科数码经营部,1100190449807,武汉市洪山区创科数码经营部(电商标快),商企类,生产加工制造业,加工制造,黄金,2024-04-19,03646940,朱江,,,,,0,0,0,0.2034,0.9969134152,2146.805
1406,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1102028733210,武汉市洪山区创科数码经营部,91101018931397,武汉市洪山区创科数码经营部,1100190449807,武汉市洪山区创科数码经营部(电商标快),商企类,医药类,药品生产、医疗器械,黄金,2024-04-19,03646940,朱江,,,03646940,朱江,0.1355,0.8001886909,3215.898,0,0,0
1407,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1102082816267,法伴云（武汉）科技有限公司,91101041943824,法伴云（武汉）科技有限公司,1100196894548,法伴云（武汉）科技有限公司(特快),商企类,IT通讯类,IT服务类,普通,2024-08-01,03646940,朱江,,,,,0,0,0,0.0028,0.0405864642,2.8
1408,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1102411891772,啦啦球（武汉）文化有限公司,91101106659471,啦啦球（武汉）文化有限公司,1100219113920,啦啦球（武汉）文化有限公司(电商标快),商企类,传媒、娱乐、体育、旅游,娱乐、体育、休闲,普通,2025-05-29,03646940,朱江,,,03646940,朱江,0.0026,0.0109245288,13.91,0.0321,0.1145682197,166.96
1409,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1102918781716,武汉市硚口区富必辉奶粉商行,91101091138690,武汉市硚口区富必辉奶粉商行,1100213777582,武汉市硚口区富必辉奶粉商行(电商标快),商企类,生鲜特产,其他类,铂金,2025-03-01,03954180,张进,,,03954180,张进,0.0003,0.0015566037,9,0.2726,1.1953601311,4791
1410,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1103272980586,瀛和（北京）企业管理咨询有限公司湖北分公司,91101119398431,瀛和（北京）企业管理咨询有限公司湖北分公司,1100223426427,瀛和（北京）企业管理咨询有限公司湖北分公司(特快),商企类,商业服务类,专业服务、咨询（财会、法律、人力资源等）,,2025-07-30,03954180,张进,,,03954180,张进,0.0027,0.0431698123,4.62,0,0,0
1411,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1103743629264,中资环电器电子循环利用（深圳）有限公司,91101095761427,中资环电器电子循环利用（深圳）有限公司,1100216100068,中资环电器电子循环利用(湖北),商企类,贸易、消费品、调换货,零售、批发,普通,2025-04-01,,,,,,,0,0,0,0.0001,0.001315302,0.3
1412,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1103758433139,武汉凡扬文化科技有限公司,91101102341015,武汉凡扬文化科技有限公司,1100217762131,武汉凡扬文化科技有限公司(特快),商企类,商业服务类,专业服务、咨询（财会、法律、人力资源等）,普通,2025-05-06,03646940,朱江,,,03646940,朱江,0.0003,0.008254717,47.1,0.0003,0.0045495412,19.9
1413,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007906,武汉市洪山卓刀泉揽投部,43007906,武汉市洪山卓刀泉揽投部,C1104057801726,武汉市东湖新技术开发区廪君商贸工作室,91101202420373,武汉市东湖新技术开发区廪君商贸工作室,1100246141482,武汉市东湖新技术开发区廪君商贸工作室(特快),商企类,贸易、消费品、调换货,零售、批发,,2026-06-01,03954180,张进,,,03954180,张进,0.0001,0.0007075472,0.55,0,0,0
1414,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C0000000274610,交通银行股份有限公司,81100221252624,交通银行股份有限公司-交通银行股份有限公司2019,1100031249674,交通银行股份有限公司(特快),商企类,金融类,对账单寄递,普通,2019-07-10,03469518,张涛,,,03469518,张涛,0.0006,0.007433962,0.7,0.0075,0.1016854459,8.4
1415,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C0000000753892,招商银行股份有限公司信用卡中心,91101095739624,招商银行股份有限公司信用卡中心-统签,1100215556219,招商银行股份有限公司信用卡中心(统签),商企类,金融类,卡函寄递,普通,2025-03-26,03469518,张涛,,,03469518,张涛,0.0047,0.0512037742,18.3,0.0061,0.0671907122,16.7
1416,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C0000003973440,交通银行股份有限公司湖北省分行,80000002232278,交通银行股份有限公司湖北省分行-武汉东湖新技术开发区支行,1030000854067,交通银行股份有限公司湖北省分行(国内特快),商企类,金融类,行政办公,白银,2015-11-23,03109936,冷晨,4007710926,杨财,03109936,冷晨,0.0014,0.0173584904,2.35,0.002,0.0202654919,2.75
1417,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C0000004035282,武汉高德红外股份有限公司,80000002229904,武汉高德红外股份有限公司-武汉高德红外线股份有限公司,1030001760817,武汉高德红外股份有限公司(国内特快),商企类,生产加工制造业,大型设备、机电设备、重工业,铂金,2015-11-23,03469518,张涛,,,03469518,张涛,0.0288,0.9875188648,1590.64,0.0479,2.9086814067,4660.318
1418,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C0000005003491,浙商银行股份有限公司武汉分行,90000006534682,浙商银行股份有限公司武汉分行,1030001894747,浙商银行股份有限公司武汉分行(浙商银行武汉分行),商企类,金融类,对账单寄递,普通,2016-01-22,03469518,张涛,,,03469518,张涛,0.0025,0.0339622637,48.8,0.0014,0.0144211092,4.1
1419,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C0000005986378,湖北光谷天地商业投资运营有限公司,90000007671630,湖北光谷天地商业投资运营有限公司,1100163338826,湖北光谷天地商业投资运营有限公司(特快专递),商企类,商业服务类,酒店餐饮,普通,2023-07-20,03469518,张涛,,,03469518,张涛,0.0014,0.0183490563,18.59,0.0175,0.2136893582,37.55
1420,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C0000006530318,中国光大银行股份有限公司武汉分行,80000002222402,中国光大银行股份有限公司武汉分行-光大银行东湖支行,1030001880135,中国光大银行股份有限公司武汉分行(光大银行东湖支行),商企类,金融类,对账单寄递,普通,2015-11-23,03469518,张涛,,,03469518,张涛,0.0023,0.0244339618,4.9,0.0017,0.0184823867,9.33
1421,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C0000007737723,伟仕佳杰(重庆)科技有限公司,80000002592985,伟仕佳杰(重庆)科技有限公司-伟仕佳杰（重庆）科技有限公司.,1030002295956,伟仕佳杰(重庆)科技有限公司(重庆)(重庆)科技有限公司(重庆)科技有限公司(伟仕佳杰（重庆）科技有限公司),商企类,传媒、娱乐、体育、旅游,行政寄递,白银,2015-12-04,03469518,张涛,,,03469518,张涛,0.0049,0.0823584917,49.77,0.0065,0.0856446707,18.75
1422,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C0000007799046,北京伯凯科技有限公司,91100947734736,北京伯凯科技有限公司-伯凯科技有限公司,1100167728935,北京伯凯科技有限公司(北京伯凯科技有限公司),商企类,IT通讯类,IT服务类,普通,2023-08-16,03469518,张涛,,,03469518,张涛,0.0004,0.0060377359,7.21,0.0007,0.0103047256,2.1
1423,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C0000008021630,上海浦东发展银行股份有限公司武汉分行,90000010913307,上海浦东发展银行股份有限公司武汉分行-上海浦东发展银行股份有限公司武汉东湖高新支行,1030002087539,上海浦东发展银行股份有限公司武汉分行(X软件园-上海浦发银行股份有限公司武汉东湖高新支行),商企类,金融类,票据、凭证包,白银,2017-11-22,03592719,易康,,,03592719,易康,0.0011,0.0171698112,33.8,0.0012,0.0157406956,26.45
1424,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C0000008021630,上海浦东发展银行股份有限公司武汉分行,91101149822975,上海浦东发展银行股份有限公司武汉分行-武汉光谷支行,1100232628409,上海浦东发展银行股份有限公司武汉分行(武汉光谷支行),商企类,金融类,对账单寄递,,2025-10-13,03818323,苏伟,,,03818323,苏伟,0.0062,0.0677358478,65.35,0,0,0
1425,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C0000008664497,武汉中人瑞众汽车零部件产业有限公司,90000010716588,武汉中人瑞众汽车零部件产业有限公司,1100218469158,武汉中人瑞众汽车零部件产业有限公司(特快),商企类,生产加工制造业,加工制造,普通,2025-05-19,03469518,张涛,,,03469518,张涛,0.0014,0.0222452833,11.21,0.0017,0.0344803877,21.514
1429,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C0000009273933,中信建投证券股份有限公司武汉关山大道证券营业部,90000011423393,中信建投证券股份有限公司武汉关山大道证券营业部,1030001845002,X-中信建设证券股份有限公司武汉关山大道证券营业部(中信建设证券股份有限公司武汉关山大道证券营业部),商企类,金融类,基金、证券、期货、投资,普通,2018-05-09,03881832,邢伟玉,,,,,0,0,0,0.0006,0.007719491,1
1430,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C0000009350760,伯凯企业服务（武汉）有限公司,90000011516284,伯凯企业服务（武汉）有限公司,1030001494237,伯凯企业服务（武汉）有限公司(特快),商企类,商业服务类,专业服务、咨询（财会、法律、人力资源等）,普通,2018-06-07,03469518,张涛,,,03469518,张涛,0.0008,0.0161132074,21.84,0.0004,0.0184181236,7.55
1431,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C1100099476625,中信银行股份有限公司武汉分行,91101068738555,中信银行股份有限公司武汉分行-江汉2,1100207412198,中信银行股份有限公司武汉分行(美签3),商企类,金融类,其他,黄金,2024-12-06,03736715,陈磊,4012401312,吴涛,03736715,陈磊,0.0001,0.000754717,0.08,0.0006,0.004528302,0.5
1432,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C1100405869071,武汉安畅达物流有限公司,91100362679836,武汉安畅达物流有限公司,1100054491735,安畅达(国内特快),商企类,生鲜特产,其他类,白银,2020-06-12,03469518,张涛,,,03469518,张涛,0.023,0.3208018802,187,0.0355,0.5897169689,437.7
1433,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C1100569120702,武汉斗鱼网络科技有限公司,80000008175618,武汉斗鱼网络科技有限公司,1030001853539,斗鱼网络(武汉斗鱼网络科技有限公司),商企类,IT通讯类,互联网,普通,2017-05-16,03469518,张涛,,,03469518,张涛,0.0019,0.0299056609,2.37,0.0067,0.1366681653,3.74
1434,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C1100574161196,武汉赛亿科技有限公司,91100532129149,武汉赛亿科技有限公司,1100088749345,武汉赛亿科技有限公司(特快),商企类,生产加工制造业,加工制造,普通,2021-05-19,03469518,张涛,,,03469518,张涛,0.0003,0.0028301886,2,0.0003,0.0028301886,2.3
1435,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C1100608544470,中国农业银行股份有限公司湖北自贸试验区武汉片区分行,91100867781100,中国农业银行股份有限公司湖北自贸试验区武汉片区分行,1100218090079,中国农业银行股份有限公司湖北自贸试验区武汉片区分行(特快),商企类,金融类,对账单寄递,普通,2025-05-12,03735447,陈娟,,,03735447,陈娟,0.0005,0.0051886792,1.8,0.0009,0.0084905658,0.65
1436,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C1100713266209,武汉嘉特重型设备有限公司,91100662646912,武汉嘉特重型设备有限公司,1100115199806,武汉嘉特重型设备有限公司(特快),商企类,生产加工制造业,大型设备、机电设备、重工业,普通,2022-05-30,03469518,张涛,,,03469518,张涛,0.0001,0.0009433962,0.1,0.0004,0.0087092175,9
1437,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C1100714605409,武汉华通电力科技有限公司,80000002252540,华通电力-武汉华通电力科技有限公司.,1030000914941,华通电力(武汉华通电力科技有限公司),商企类,能源、矿产、环保,电气、电力、煤气、水利,普通,2015-11-23,03469518,张涛,,,03469518,张涛,0.0003,0.0030188679,0.3,0.0002,0.0018867924,0.2
1438,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C1100715785139,烽火藤仓光纤科技有限公司,80000002291149,烽火藤仓-藤仓,1030001841491,烽火藤仓(光纤科技有限公司),商企类,IT通讯类,IT服务类,普通,2015-11-23,03789508,董娅娜,,,,,0,0,0,0.0012,0.049245456,37.5
1439,420000,湖北省,420100,武汉市,420111,洪山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006009,武汉市洪山区寄递事业部,43007911,武汉市洪山软件园揽投部,43007911,武汉市洪山软件园揽投部,C1100777007730,武汉国电武仪电气股份有限公司,80000003129229,武汉国电武仪电气股份有限公司-（新）国电武仪,1030000966601,武汉国电武仪电气股份有限公司(特快),商企类,生产加工制造业,汽车,普通,2015-12-30,03469518,张涛,,,03469518,张涛,0.0005,0.0078773585,0.5,0.0011,0.0181607059,2.6
